Fichier,Type_risque,Gravite,Phrase
sources/shabbat/siman-261/niveau-3-synthese-he.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,שלושת שלבי הזמן שלב משך סטטוס הלכתי הנהגה קודם פלג המנחה כל היום חול הכנות שבת פלג המנחה → שקיעה הנראית ≈ שעה ורבע תוספת שבת (לפני השקיעה) הדלקה רגילה: 18 דק׳ לפני השקיעה מן השקיעה האמיתית → צאת הכוכבים משתנה (מקום/עונה) בין השמשות — ספק חשיכה הדלקה אסורה ליהודי (חוץ מנכרי) אחר צ
sources/shabbat/siman-261/niveau-3-synthese-he.html,melange-shitot-chiffre,MOYENNE,"טבלת סיכום סופית אלמנט פרטים נושא הסימן הזמן המדויק של הדלקת נרות שבת מספר סעיפים ד׳ (המחבר) — ז׳ + ג׳ ק״א (אדמו״ר הזקן) מקור תלמודי שבת ל״ד-ל״ה · יומא פ״א ע״ב · פסחים נ״ד ע״א מושגים הלכתיים בין השמשות, תוספת שבת, פלג המנחה, קבלת שבת, אמירת ברכו, מזמור יישום מודרני 18/22/40 דק׳, "
sources/shabbat/siman-261/niveau-3-synthese-he.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"טבלת סיכום סופית אלמנט פרטים נושא הסימן הזמן המדויק של הדלקת נרות שבת מספר סעיפים ד׳ (המחבר) — ז׳ + ג׳ ק״א (אדמו״ר הזקן) מקור תלמודי שבת ל״ד-ל״ה · יומא פ״א ע״ב · פסחים נ״ד ע״א מושגים הלכתיים בין השמשות, תוספת שבת, פלג המנחה, קבלת שבת, אמירת ברכו, מזמור יישום מודרני 18/22/40 דק׳, "
sources/shabbat/siman-261/niveau-3-synthese-he.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"📚 סיכום מסלול הלימוד למדת את סימן רס״א בשלוש רמות: 🌱 רמה 1 — בסיס: ד׳ סעיפים, ג׳ מושגי מפתח (בין השמשות / תוספת שבת / קבלה בפה), ה׳ מקרים מודרניים ⚡ רמה 2 — למדן: סוגיית שבת ל״ד-ל״ה, מחלוקת הגאונים/רבנו תם, חקירה בסטטוס התוספת (דאורייתא/דרבנן/מנהג), פלג המנחה, משמעות המזמור לנשים"
sources/shabbat/siman-261/niveau-4-daat-harav.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"Siman 261 · Niveau 4 — Chitah de l'Admour HaZaken | Hilkhot Shabbat FR HE EN דעת DAAT Accueil Hilkhot Shabbat Siman רס""א 📜 Chitah de l'Admour FR HE EN Accueil › Hilkhot Shabbat › Siman רס""א › Niveau 4 — Daat HaRav Orah Haïm רס""א · Niveau 4 · שיטת אדמו״ר הזקן דעת הרב Daat HaRav — "
sources/shabbat/siman-261/niveau-4-daat-harav.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,Ce temps de tossefet avant Chabbat va du début de la chekia (où le soleil n'est plus visible sur terre) jusqu'au temps de bein hashemashot .
sources/shabbat/siman-261/niveau-4-daat-harav.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"Mais bein hashemashot ne se compte pas comme tossefet , puisque c'est un doute de nuit où la melakha est déjà interdite par la Torah, sans la mitsva de tossefet ."
sources/shabbat/siman-261/niveau-4-daat-harav.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"אלא ודאי צריך לומר כיון שקיבל עליו שבת גרע מבין השמשות ומיתסר בהטמנה כמו בשבת עצמה, ולא משום גזרה שמא ירתיח בתוספת שבת, דהא ודאי לא חמירא תוספת מבין השמשות כמ""ש החכם צבי, וגם ליכא למיגזר כלל כמ""ש, אלא כיון שקיבל השבת קיבל כל חומרותיה וסייגיה השייכים לעיצומו של יום אע""ג דלא שייכי "
sources/shabbat/siman-261/niveau-4-daat-harav.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"ולפי זה אתי שפיר נמי מ""ש הט""ז שם על האוסרים דהא קתני צריך כו', ואמאי צריך הא אפשר שיוסיף בלי קבלת עיצומו של יום, משום ששם דקדק לכתוב קיבל עליו תוספת כו' וכאן דקדק לכתוב אחר עניית ברכו קבליה לשבת כו', דהתם לא הזכיר כלל ברכו ולא תפלת ערבית אלא שקיבל עליו סתם תוספת שבת, כמו שמצות הת"
sources/shabbat/siman-261/niveau-4-daat-harav.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"Il faut donc nécessairement dire : dès lors qu'il a accepté Chabbat sur lui, c'est plus grave que bein hashemashot , et la hatmana devient interdite comme à Chabbat même ; non pas par décret de crainte qu'il ne réchauffe pendant la tossefet Chabbat — car certainement la tossefet "
sources/shabbat/siman-261/niveau-4-daat-harav.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"Car là il n'a pas du tout mentionné « Barekhou » ni la prière d' arvit , mais seulement qu'on a accepté la tossefet Chabbat sans plus, comme la mitsva de la Torah d'ajouter du profane (au sacré) même sans prière, à l'instar de la tossefet de Yom Kippour qui ne se fait que par acc"
sources/shabbat/siman-261/niveau-4-daat-harav.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"De plus, bein hashemashot entre lui-même dans la tossefet malgré soi, même si c'est encore jour, puisqu'il jouxte la nuit véritable ; et bien qu'on ne l'ait pas accepté, il est déjà accepté et tenu d'office depuis le mont Sinaï, et pourtant on a permis les chevoutim [à bein hashe"
sources/shabbat/siman-261/niveau-4-daat-harav.html,duree-presentee-universelle,IMPORTANTE,"18 minutes (selon coutume) — (le chiffre exact de 18 minutes provient du minhag aschkenaze codifié par les Aharonim, pas du Mehaber lui-même qui parle seulement de « toujours quelque chose ») — (le Rama mentionne le minhag de tossefet sans préciser 18 min) MB 261:13-15 — explique"
sources/shabbat/siman-261/niveau-4-daat-harav-he.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,סימן רס״א · רמה 4 דעת הרב — שיטת אדמו״ר הזקן | DAAT FR HE EN דעת DAAT דף הבית הלכות שבת סימן רס״א 📜 שיטת אדמו״ר דף הבית › הלכות שבת › סימן רס״א › רמה 4 — דעת הרב אורח חיים רס״א · רמה 4 · שיטת אדמו״ר הזקן דעת הרב דעת הרב — שולחן ערוך הרב על סימן רס״א שיטת אדמו״ר הזקן על ז׳ הסעיפים
sources/shabbat/siman-261/niveau-2-lamdan.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"Siman רס״א · Niveau 2 Lamdan — בין השמשות, תוספת שבת | DAAT FR HE EN ✦ ❖ ✦ DAAT · רמה 2 — למדן שולחן ערוך · אורח חיים הלכות שבת — עיון מעמיק סימן רס״א זמן הדלקת נרות לשבת סוגיית בין השמשות, חקירה בתוספת שבת, מחלוקת הגאונים ור״ת, פלג המנחה ⚡ ללומדים ותלמידי חכמים ⚡ ✦ ❖ ✦ פלפול מעמ"
sources/shabbat/siman-261/niveau-2-lamdan.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,עריכה: רב יוסף חיים סממה · DAAT 📄 Imprimer / Sauver en PDF 📑 תוכן העניינים הקדמת הסוגיא — שבת ל״ד.-ל״ה: ובין השמשות מחלוקת הגאונים ור״ת — שתי שיטות בבין השמשות חקירה בתוספת שבת — מצוה דאורייתא או דרבנן ?
sources/shabbat/siman-261/niveau-3-synthese-en.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,Three structural axes: (1) בין השמשות = halachic doubt (3/4 mil after sunset) where certain acts are forbidden; (2) תוספת שבת = positive mitzvah to anticipate entry (from plag haminchah to sunset); (3) verbal acceptance = act that fixes Shabbos in subjective time.
sources/shabbat/siman-261/niveau-3-synthese-en.html,melange-shitot-chiffre,MOYENNE,"Final summary table Element Detail Subject of siman The precise time of Shabbos candle lighting Number of seifim 4 (Mechaber) — 7 + 3 KA (Alter Rebbe) Talmudic source Shabbos 34a-35b · Yoma 81b · Pesachim 54a Halachic concepts Bein hashmashos, tosefet Shabbat, plag haminchah, kab"
sources/shabbat/siman-261/niveau-3-synthese.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,Trois axes structurants : (1) בין השמשות = doute halakhique (3/4 mil après le coucher du soleil) où certains actes sont interdits ; (2) תוספת שבת = mitsva positive d' anticiper l'entrée (de פלג המנחה jusqu'au coucher) ; (3) acceptation orale = acte qui fixe Shabbat dans le temps 
sources/shabbat/siman-261/niveau-3-synthese.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,Les 3 phases temporelles Phase Durée Statut halakhique Pratique Avant פלג המנחה Tout le jour Profane Préparatifs Shabbat פלג המנחה → שקיעה הנראית (coucher visible) ≈ 1h15 תוספת שבת (avant la שקיעה) Allumage standard : 18 min avant la שקיעה À partir de la שקיעה האמיתית (halakhique
sources/shabbat/siman-261/niveau-3-synthese.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"Pour mémoriser : ""B-T-K pour le siman 261 : Bein haShemashot c'est le doute, Tossefet c'est l'anticipation, Kabbala c'est l'acceptation orale."" 5."
sources/shabbat/siman-261/niveau-3-synthese.html,melange-shitot-chiffre,MOYENNE,"Tableau de synthèse finale Élément Détail Sujet du siman Le moment précis de l'allumage des bougies de Shabbat Nombre de seifim 4 (Mehaber) — 7 + 3 KA (Admour HaZaken) Source talmudique Shabbat 34a-35b · Yoma 81b · Pessahim 54a Concepts halakhiques בין השמשות, תוספת שבת, פלג המנח"
sources/shabbat/siman-261/niveau-3-synthese.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"Tableau de synthèse finale Élément Détail Sujet du siman Le moment précis de l'allumage des bougies de Shabbat Nombre de seifim 4 (Mehaber) — 7 + 3 KA (Admour HaZaken) Source talmudique Shabbat 34a-35b · Yoma 81b · Pessahim 54a Concepts halakhiques בין השמשות, תוספת שבת, פלג המנח"
sources/shabbat/siman-261/niveau-3-synthese.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"📚 Récapitulatif du parcours d'étude Tu as étudié le Siman רס״א en 3 niveaux : 🌱 Niveau 1 — Base : 4 seifim, 3 concepts-clés (בין השמשות / תוספת שבת / acceptation orale), 5 cas modernes ⚡ Niveau 2 — Lamdan : sougya Shabbat 34a-35b, מחלוקת Geonim/Rabenu Tam, חקירה sur le statut de "
sources/shabbat/siman-261/niveau-1-base-he.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"סימן רס״א · רמה 1 בסיס — זמן הדלקת הנרות | DAAT FR HE EN ✦ ❖ ✦ דעת · רמה 1 — מתחילים סימן רס״א · ד׳ סעיפים (שו״ע) + ז׳ סעיפים (שו״ע הרב) זמן מדויק של הדלקת הנרות — בין השמשות, תוספת שבת, 18 דקות סימן רס״א זמן הדלקת נרות לשבת 🌱 רמת מתחילים · יסודות ✦ ❖ ✦ סימן יסודי של זמן הכניסה ."
sources/shabbat/siman-261/niveau-1-base-he.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,שלב משך מקורב סטטוס הלכתי קודם פלג המנחה כל היום חול גמור פלג המנחה → שקיעה הנראית ≈ שעה ורבע תוספת שבת — מוסיפים מן החול על הקודש לפני השקיעה מן השקיעה האמיתית → צאת הכוכבים משתנה (מקום ועונה) בין השמשות — ספק בין יום ללילה (ספק חשיכה) צאת הכוכבים — ודאי לילה — שבת נכנסה בוודאי 
sources/shabbat/siman-261/niveau-1-base-he.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"פירוט ד׳ הסעיפים סעיף א׳ — בין השמשות, חלוקה בין מותר לאסור + נכרי שלושה צירים: פעולות חדשות בעלות סטטוס הלכתי → אסורות פעולות הפותרות ספק קיים → מותרות פעולה ע״י נכרי → מותרת לצורך מצוה או צורך גדול (וגם למי שקיבל שבת מוקדם — הגהת רמ״א) סעיף ב׳ — תוספת שבת + פלג המנחה שלב סטטוס "
sources/shabbat/siman-261/niveau-1-base-he.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"סיכום מעשי של הסימן חמשת לימודי סימן רס״א : בין השמשות = ספק — פעולות חול מסוכנות, פעולות חיוביות אסורות תוספת שבת — מצות עשה להקדים הכניסה (מינ׳ = 18 דק׳, מקס׳ = פלג המנחה) קבלה בפה = מבחן מכריע — ברכו (איש) או מזמור (אישה) נכרי מותר בבין השמשות לצורך מצוה או צורך גדול סימני טבע"
sources/shabbat/siman-261/niveau-1-base-he.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"ל העמיק בסימן זה: 📚 רמה 2 — למדן : סוגיית שבת ל״ד-ל״ה, יומא פ״א ע״ב, חקירה במהות תוספת שבת (מצוה או היתר), שיטות הגאונים מול רבנו תם בבין השמשות, גזירת פלג המנחה ✨ רמה 3 — סינתזה : אקסיומה, סימן זיכרון, עץ החלטה 📜 רמה 4 — דעת הרב : שיטת אדמו״ר הזקן על ז׳ הסעיפים וג׳ ההערות של הקו"
sources/shabbat/siman-261/niveau-2-lamdan-he.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"Siman רס״א · רמה 2 Lamdan — בין השמשות, תוספת שבת | DAAT FR HE EN ✦ ❖ ✦ DAAT · רמה 2 — למדן שולחן ערוך · אורח חיים הלכות שבת — עיון מעמיק סימן רס״א זמן הדלקת נרות לשבת סוגיית בין השמשות, חקירה בתוספת שבת, מחלוקת הגאונים ור״ת, פלג המנחה ⚡ ללומדים ותלמידי חכמים ⚡ ✦ ❖ ✦ פלפול מעמיק "
sources/shabbat/siman-261/niveau-2-lamdan-he.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,עריכה: רב יוסף חיים סממה · DAAT 📄 Imprimer / Sauver en PDF 📑 תוכן העניינים הקדמת הסוגיא — שבת ל״ד.-ל״ה: ובין השמשות מחלוקת הגאונים ור״ת — שתי שיטות בבין השמשות חקירה בתוספת שבת — מצוה דאורייתא או דרבנן ?
sources/shabbat/siman-342/niveau-2-lamdan-en.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"הציון ""ועיין לעיל סי' רס""א וסוף סי' ש""ז"" מפנה : סי' רס""א — לעניין עצם זמן בין השמשות ותוספת שבת; סוף סי' ש""ז — לעניין אמירה לעכו""ם ושבותין מקבילים."
sources/shabbat/siman-342/niveau-2-lamdan.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"הציון ""ועיין לעיל סי' רס""א וסוף סי' ש""ז"" מפנה : סי' רס""א — לעניין עצם זמן בין השמשות ותוספת שבת; סוף סי' ש""ז — לעניין אמירה לעכו""ם ושבותין מקבילים."
sources/shabbat/siman-342/niveau-2-lamdan-he.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"הציון ""ועיין לעיל סי' רס""א וסוף סי' ש""ז"" מפנה : סי' רס""א — לעניין עצם זמן בין השמשות ותוספת שבת; סוף סי' ש""ז — לעניין אמירה לעכו""ם ושבותין מקבילים."
sources/shabbat/siman-254/niveau-1-base.html,melange-shitot-chiffre,MOYENNE,"Pour approfondir ce siman : 📚 Niveau 2 — Lamdan : sougya Shabbat 18b–20a, מחלוקת רש״י/תוס׳ sur גדי vs שור, חקירת קרימת פנים (סימן or מציאות), בעיית רדייה, נפקא מינות modernes ✨ Niveau 3 — Synthèse : axiome, mnémoniques, arbre de décision 📜 Niveau 4 — Daat HaRav : la chitah de l'A"
