Fichier,Termes,Phrase
sources/orah-haim/siman-9/niveau-4-daat-harav-en.html,tzeit,"מן המובחר, to have a talit gadol and katan of צֶמֶר רְחֵלִים לָבָן with a white wool tsitsit — it is חייב מן התורה בְּלִי שׁוּם פִּקְפּוּק and לצאת ידי כל הדעות."
sources/orah-haim/siman-9/niveau-2-lamdan-en.html,tzeit,"מה שאמר מרן שירא שמים עושה טלית של צמר — האם הוא חשש לדעת האוסרים פשתן (שמא הלכה כמותם), או הידור לצאת ידי כל השיטות?"
sources/orah-haim/siman-9/niveau-2-lamdan-en.html,tzeit,"ולשון מרן "" אף על פי שאין הלכה כן "" מכריע כצד ב' — שאין זה מעיקר ההלכה (שהרי הלכה שאף פשתן ושאר מינים חייבים), אלא הידור : הצמר חייב מן התורה בלי שום פקפוק, ולכך ירא שמים בוחר בו לצאת ידי כל השיטות."
sources/orah-haim/siman-9/index.html,,"Conduite למעשה au quotidien, avec renvoi au Rav pour les cas précis (lien siman 8, 16 et 18)."
sources/orah-haim/siman-9/niveau-4-daat-harav.html,tzeit,"חידוש du Rav : il clôt le siman par la machloket sur la couleur — la halakha est que la Torah n'a exigé que l'espèce (ממשות), non la couleur ; il fonde le minhag des tsitsiyot blancs (même sur vêtement coloré) et l'érige en הידור (לבנים pour לצאת ידי הכל), avec le rattachement ag"
sources/orah-haim/siman-9/niveau-4-daat-harav.html,tzeit,Il érige le blanc en הידור — לצאת ידי הכל — et le rattache à l'aggada « לְבוּשֵׁהּ כִּתְלַג חִוָּר » : il convient au מדקדק de faire le talit (katan et gadol) blanc.
sources/orah-haim/siman-9/niveau-4-daat-harav.html,tzeit|admour,"Voie de l'Admour HaZaken — חידוש : il fait du טלית (gadol et katan) de צמר רחלים לבן , avec tsitsit de laine blanche, le moyen de קיום המצוה מן המובחר בְּלִי שׁוּם פִּקְפּוּק — לצאת ידי כל הדעות (séif ד)."
sources/orah-haim/siman-9/niveau-4-daat-harav.html,tzeit,"Conséquence pratique : faire les tsitsiyot blancs même sur un talit coloré ; le מדקדק fait le talit (katan et gadol) blanc, לצאת ידי הכל."
sources/orah-haim/siman-9/niveau-4-daat-harav.html,tzeit,"מן המובחר, avoir un talit gadol et katan de צֶמֶר רְחֵלִים לָבָן avec un tsitsit de laine blanche — c'est חייב מן התורה בְּלִי שׁוּם פִּקְפּוּק et לצאת ידי כל הדעות."
sources/orah-haim/siman-9/niveau-4-daat-harav-he.html,tzeit,"חידוש הרב: הוא חותם את הסימן במחלוקת הצבע — ההלכה שלא הקפידה תורה אלא על המין (ממשות), לא על הצבע; הוא מייסד את המנהג דחוטים לבנים (אף בבגד צבוע) ומעלהו להידור (לבנים לצאת ידי הכל), בצירוף האגדה « לבושה כתלג חיור »."
sources/orah-haim/siman-9/niveau-4-daat-harav-he.html,tzeit,הוא מעלה את הלבן להידור — לצאת ידי הכל — ומקשרו לאגדה « לְבוּשֵׁהּ כִּתְלַג חִוָּר »: ראוי למדקדק לעשות את הטלית (קטן וגדול) לבן.
sources/orah-haim/siman-9/niveau-4-daat-harav-he.html,tzeit,"שיטת אדמו״ר הזקן — חידוש: הוא עושה את הטלית (גדול וקטן) של צמר רחלים לבן , עם ציצית של צמר לבן, לאמצעי לקיום המצוה מן המובחר בְּלִי שׁוּם פִּקְפּוּק — לצאת ידי כל הדעות (סעיף ד)."
sources/orah-haim/siman-9/niveau-4-daat-harav-he.html,tzeit,"המסקנה המעשית: לעשות הציצית לבנים אף על טלית צבוע; המדקדק עושה את הטלית (קטן וגדול) לבן, לצאת ידי הכל."
sources/orah-haim/siman-9/niveau-4-daat-harav-he.html,tzeit,"מן המובחר, להחזיק טלית גדול וקטן של צֶמֶר רְחֵלִים לָבָן עם ציצית של צמר לבן — שהוא חייב מן התורה בְּלִי שׁוּם פִּקְפּוּק ולצאת ידי כל הדעות."
sources/orah-haim/siman-9/niveau-2-lamdan.html,tzeit,"מה שאמר מרן שירא שמים עושה טלית של צמר — האם הוא חשש לדעת האוסרים פשתן (שמא הלכה כמותם), או הידור לצאת ידי כל השיטות?"
sources/orah-haim/siman-9/niveau-2-lamdan.html,tzeit,"ולשון מרן "" אף על פי שאין הלכה כן "" מכריע כצד ב' — שאין זה מעיקר ההלכה (שהרי הלכה שאף פשתן ושאר מינים חייבים), אלא הידור : הצמר חייב מן התורה בלי שום פקפוק, ולכך ירא שמים בוחר בו לצאת ידי כל השיטות."
sources/orah-haim/siman-9/niveau-3-synthese-en.html,admour,"🎓 Recap of the Study Path Level Content Acquired 🌱 Level 1 — Base Text of the 6 seifim, fluent translation, explanation Overall understanding ⚡ Level 2 — Lamdan צמר ופשתים מול שאר מינים, כלל פוטרין, כלאים ותכלת, צבע הציצית, הידור הטלית In-depth pilpul ✨ Level 3 — Synthesis Master"
sources/orah-haim/siman-9/niveau-3-synthese.html,admour,"🎓 Récapitulatif du parcours d'étude Niveau Contenu Acquis 🌱 Niveau 1 — Base Texte des 6 seifim, traduction fluide, explication Compréhension globale ⚡ Niveau 2 — Lamdan צמר ופשתים מול שאר מינים, כלל פוטרין, כלאים ותכלת, צבע הציצית, הידור הטלית Pilpoul approfondi ✨ Niveau 3 — Synt"
sources/orah-haim/siman-9/niveau-1-base-he.html,tzeit,"ההידור, והמקרה הקיצוני: הבחירה הטובה ביותר : אף שבהלכה כל המינים חייבים בציצית (סעיף א), ירא שמים עושה טליתו של צמר — לצאת ידי כל הדעות , שהצמר דאורייתא בלי פקפוק ."
sources/orah-haim/siman-9/niveau-1-base-he.html,tzeit,"סעיף ו, ומשמעות הכלל: ירא שמים עושה טליתו של צמר — דאורייתא בלי פקפוק, « לצאת ידי כולם » ; ובלית ברירה גמורה, מוטב טלית פשתן מכלום."
sources/orah-haim/siman-9/niveau-1-base-he.html,tzeit,"ההנהגה: ברמת העיקרון, טלית קטן של צמר גפן צריך חוטים של צמר גפן (במינם, סעיף ג) אם רוצים לצאת במינו — אך המנהג הרווח לשים חוטי צמר , ה« פוטרים הכל » (סעיף ב)."
sources/orah-haim/siman-9/index-en.html,,"siman 8, 16 and 18)."
sources/orah-haim/siman-9/niveau-2-lamdan-he.html,tzeit,"מה שאמר מרן שירא שמים עושה טלית של צמר — האם הוא חשש לדעת האוסרים פשתן (שמא הלכה כמותם), או הידור לצאת ידי כל השיטות?"
sources/orah-haim/siman-9/niveau-2-lamdan-he.html,tzeit,"ולשון מרן "" אף על פי שאין הלכה כן "" מכריע כצד ב' — שאין זה מעיקר ההלכה (שהרי הלכה שאף פשתן ושאר מינים חייבים), אלא הידור : הצמר חייב מן התורה בלי שום פקפוק, ולכך ירא שמים בוחר בו לצאת ידי כל השיטות."
sources/orah-haim/siman-55/niveau-4-daat-harav-en.html,,siman 90 (the place of prayer).
sources/orah-haim/siman-55/niveau-4-daat-harav-en.html,,siman 90 .
sources/orah-haim/siman-55/niveau-2-lamdan-en.html,tzeit,"ומכל מקום עבירה היא לצאת, ועליהם נאמר 'ועוזבי ה׳ יכלו׳."" שורש הדין — התחיל ויצאו מקצתן: כתב המרדכי (פרק בתרא דמגילה) בשם הירושלמי, שאם התחילו דבר שבקדושה בעשרה ויצאו מקצתן — גומרין אותו קדיש או אותה קדושה, ובלבד שנשתיירו רובן (שישה); ומכל מקום עבירה היא לצאת, ועליהם נאמר ""ועוזבי "
sources/orah-haim/siman-55/niveau-2-lamdan-en.html,tzeit,"(וכל מעשה למעשה — לרב מוסמך.) היוצא באמצע (הגה): אף שמותר לצאת אם נשארו עשרה, כתב הרמ״א (בשם הירושלמי) שהיוצא בעוד שנצרך למנין — עבירה בידו, ועליו נאמר ""ועוזבי ה׳ יכלו""."
sources/orah-haim/siman-55/niveau-1-base-en.html,tzeit,"הגה: ומכל מקום עבירה היא לצאת, ועליהם נאמר ׳ועוזבי ה׳ יכלו׳; אבל אם נשארו עשרה — מותר לצאת."
sources/orah-haim/siman-55/niveau-1-base-en.html,tzeit,"עיר שאין בה אלא עשרה, ואחד מהם רוצה לצאת בימים הנוראים — כופין אותו לישאר או להשכיר אחר במקומו."
sources/orah-haim/siman-55/index-he.html,tzeit,"ובו כ״ב סעיפים: אין אומרים קדיש ולא קדושה ולא ברכו בפחות מעשרה זכרים בני חורין גדולים שהביאו שתי שערות; אם התחיל בעשרה ויצאו מקצתן גומרים אותו הקדיש והוא שנשתיירו רובן, ומכל מקום עבירה הוא לצאת ועליהם נאמר ועוזבי ה׳ יכלו; יש מתירין לצרף קטן שהוא יותר מבן שש ויודע למי מתפללין ולא "
sources/orah-haim/siman-55/index-he.html,tzeit,הִתְחִיל וְיָצְאוּ מִקְצָתָן גומרים אם נשתיירו רובן התחיל בעשרה ויצאו מקצתן: גומרים אותו הקדיש/הקדושה והוא שנשתיירו רובן (סעיף ב-ג); ועבירה היא לצאת — ועוזבי ה׳ יכלו.
sources/orah-haim/siman-55/index-he.html,tzeit,ב׳–ג׳ התחיל ויצאו מקצתן רובן · גומרים התחיל בעשרה ויצאו מקצתן: גומרים אם נשתיירו רובן; ועבירה היא לצאת (ועוזבי ה׳ יכלו).
sources/orah-haim/siman-55/index-he.html,tzeit,והרמ״א מוסיף שעבירה היא לצאת ועליהם נאמר ועוזבי ה׳ יכלו; אבל אם נשארו עשרה מותר לצאת.
sources/orah-haim/siman-55/niveau-1-base.html,tzeit,"הגה: ומכל מקום עבירה היא לצאת, ועליהם נאמר ׳ועוזבי ה׳ יכלו׳; אבל אם נשארו עשרה — מותר לצאת."
sources/orah-haim/siman-55/niveau-1-base.html,tzeit,"עיר שאין בה אלא עשרה, ואחד מהם רוצה לצאת בימים הנוראים — כופין אותו לישאר או להשכיר אחר במקומו."
sources/orah-haim/siman-55/niveau-3-synthese-he.html,tzeit,והרמ״א מדגיש שעבירה היא לצאת: ומכל מקום עבירה הוא לצאת ועליהם נאמר ועוזבי ה׳ יכלו .
sources/orah-haim/siman-55/niveau-3-synthese-he.html,tzeit,← הסימן: גומרים אותו הקדיש והוא שנשתיירו רובן — גומרים כל עוד הרוב נשאר ; אך עבירה היא לצאת (②).
sources/orah-haim/siman-55/niveau-3-synthese-he.html,tzeit,ההנהגה במעשה מקרה הנהגה הלכת היסוד ① דבר שבקדושה בעשרה עשרה זכרים בני חורין גדולים ; בפחות אין קדיש קדושה וברכו אין אומרים קדיש ולא קדושה ולא ברכו בפחות מעשרה זכרים בני חורין גדולים שהביאו שתי שערות ② התחיל ויצאו מקצתן גומרים אותו הקדיש/הקדושה והוא שנשתיירו רובן ; עבירה היא לצאת 
sources/orah-haim/siman-55/niveau-4-daat-harav.html,,siman 90 (מקום התפילה).
sources/orah-haim/siman-55/niveau-4-daat-harav.html,,siman 90 .
sources/orah-haim/siman-55/niveau-4-daat-harav-he.html,,עַיֵּן סימן 90 (מְקוֹם הַתְּפִלָּה).
sources/orah-haim/siman-55/niveau-4-daat-harav-he.html,,עַיֵּן סימן 90 .
sources/orah-haim/siman-55/niveau-4-daat-harav-he.html,tzeit,"משהתחיל בעשרה, גומר כל שנשתייר ה רוב ; עֲבֵרָה לצאת."
sources/orah-haim/siman-55/niveau-2-lamdan.html,tzeit,"ומכל מקום עבירה היא לצאת, ועליהם נאמר 'ועוזבי ה׳ יכלו׳."" שורש הדין — התחיל ויצאו מקצתן: כתב המרדכי (פרק בתרא דמגילה) בשם הירושלמי, שאם התחילו דבר שבקדושה בעשרה ויצאו מקצתן — גומרין אותו קדיש או אותה קדושה, ובלבד שנשתיירו רובן (שישה); ומכל מקום עבירה היא לצאת, ועליהם נאמר ""ועוזבי "
sources/orah-haim/siman-55/niveau-2-lamdan.html,tzeit,"(וכל מעשה למעשה — לרב מוסמך.) היוצא באמצע (הגה): אף שמותר לצאת אם נשארו עשרה, כתב הרמ״א (בשם הירושלמי) שהיוצא בעוד שנצרך למנין — עבירה בידו, ועליו נאמר ""ועוזבי ה׳ יכלו""."
sources/orah-haim/siman-55/niveau-3-synthese-en.html,tzeit,The Rama stresses that leaving is a fault: ומכל מקום עבירה הוא לצאת ועליהם נאמר ועוזבי ה׳ יכלו .
sources/orah-haim/siman-55/niveau-3-synthese.html,tzeit,La Rama souligne que sortir est une faute : ומכל מקום עבירה הוא לצאת ועליהם נאמר ועוזבי ה׳ יכלו .
sources/orah-haim/siman-55/niveau-1-base-he.html,tzeit,"הגה: ומכל מקום עבירה היא לצאת, ועליהם נאמר ׳ועוזבי ה׳ יכלו׳; אבל אם נשארו עשרה — מותר לצאת."
sources/orah-haim/siman-55/niveau-1-base-he.html,tzeit,"הגה: ומכל מקום עבירה היא לצאת, ועליהם נאמר « וְעֹזְבֵי ה׳ יִכְלוּ » ; אבל אם נשארו עשרה — מותר לצאת."
sources/orah-haim/siman-55/niveau-1-base-he.html,tzeit,"עיר שאין בה אלא עשרה, ואחד מהם רוצה לצאת בימים הנוראים — כופין אותו לישאר או להשכיר אחר במקומו."
sources/orah-haim/siman-55/niveau-1-base-he.html,tzeit,סעיפים כ״א-כ״ב: עיר של עשרה — כופין את הרוצה לצאת בימים הנוראים לישאר או לשכור אחר במקומו.
sources/orah-haim/siman-55/niveau-2-lamdan-he.html,tzeit,"ומכל מקום עבירה היא לצאת, ועליהם נאמר 'ועוזבי ה׳ יכלו׳."" שורש הדין — התחיל ויצאו מקצתן: כתב המרדכי (פרק בתרא דמגילה) בשם הירושלמי, שאם התחילו דבר שבקדושה בעשרה ויצאו מקצתן — גומרין אותו קדיש או אותה קדושה, ובלבד שנשתיירו רובן (שישה); ומכל מקום עבירה היא לצאת, ועליהם נאמר ""ועוזבי "
sources/orah-haim/siman-55/niveau-2-lamdan-he.html,tzeit,"(וכל מעשה למעשה — לרב מוסמך.) היוצא באמצע (הגה): אף שמותר לצאת אם נשארו עשרה, כתב הרמ״א (בשם הירושלמי) שהיוצא בעוד שנצרך למנין — עבירה בידו, ועליו נאמר ""ועוזבי ה׳ יכלו""."
sources/orah-haim/siman-45/index.html,,"Le motif est le לועג לרש (Berakhot 18a) : porter les tefilin devant les morts, qui ne peuvent plus accomplir les mitsvot, revient à « se moquer de l'indigent »."
sources/orah-haim/siman-45/niveau-3-synthese-en.html,,"The reason: the dead can no longer perform mitzvot ; displaying the tefilin before them is like ""mocking the destitute"" (Berachot 18a)."
sources/orah-haim/siman-45/niveau-3-synthese.html,,"La raison : les morts ne peuvent plus accomplir les mitsvot ; afficher les tefilin devant eux, c'est « se moquer de l'indigent » (Berakhot 18a)."
sources/orah-haim/siman-45/index-en.html,,"בית הקברות ובית המרחץ — the conduct Case Source Conduct Central idea cemetery Mechaber · seif 1 · Berachot 18a ✦ forbidden Within the ד׳ אמות of a corpse, visible tefillin are a לועג לרש: forbidden."
sources/orah-haim/siman-45/index-en.html,,"The reason is לועג לרש (Berachot 18a): wearing tefillin before the dead, who can no longer perform mitzvot, is like mocking the destitute."
sources/orah-haim/siman-53/niveau-4-daat-harav-en.html,tosefet,Even one who turns י״ג on שבת does not lead עַרְבִית of an early-said עֶרֶב שבת (תוספת שבת does not count for years).
sources/orah-haim/siman-53/niveau-2-lamdan-en.html,tzeit,"הא למדת ששני גדרים בשליח ציבור: הוצאת שאינו בקי (שליחות), וההוצאה בדברים שבקדושה (כלל הציבור)."
sources/orah-haim/siman-53/niveau-4-daat-harav.html,tosefet,Même qui atteint י״ג le שבת ne mène pas עַרְבִית de עֶרֶב שבת dit à l’avance (la תוספת שבת ne compte pas pour les années).
sources/orah-haim/siman-53/niveau-2-lamdan.html,tzeit,"הא למדת ששני גדרים בשליח ציבור: הוצאת שאינו בקי (שליחות), וההוצאה בדברים שבקדושה (כלל הציבור)."
sources/orah-haim/siman-53/niveau-2-lamdan-he.html,tzeit,"הא למדת ששני גדרים בשליח ציבור: הוצאת שאינו בקי (שליחות), וההוצאה בדברים שבקדושה (כלל הציבור)."
sources/orah-haim/siman-12/niveau-4-daat-harav-en.html,,— MB 12:12-18 + Beour Halakha — מן הענף / מן הגדיל; מנהג כרש״י; דלא אפשר על ר״י.
sources/orah-haim/siman-12/niveau-4-daat-harav.html,,— MB 12:12-18 + Beour Halakha — מן הענף / מן הגדיל ; מנהג כרש״י ; דלא אפשר על ר״י.
sources/orah-haim/siman-15/niveau-2-lamdan-en.html,tzeit,"צד א׳ — תעשה ולא מן העשוי: העשייה נעשתה בבגד הראשון ; וכשנתפר הכנף בבגד זה — נמצאת ציצית "" עשויה ועומדת "" הבאה לבגד בלא מעשה עשייה חדש בו — וזהו ""מן העשוי"" בבגד זה."
sources/orah-haim/siman-15/niveau-2-lamdan-en.html,tzeit|rt,"וירא שמים יצא את כולם היכא דאפשר."" שיטת רש״י — גזירת חוט התפירה: טעם האיסור לתפור — דחיישינן שישתייר מחוט התפירה תלוי בכנף, ויניחנו ויוסיף עליו שבעה חוטין לשם ציצית ; ונמצאת ציצית שאחד מחוטיה חוט תפירה בעלמא , שלא הוטל בכנף לשם ציצית כדינו — ופסולה משום ""תעשה ולא מן העשוי""."
sources/orah-haim/siman-15/niveau-2-lamdan.html,tzeit,"צד א׳ — תעשה ולא מן העשוי: העשייה נעשתה בבגד הראשון ; וכשנתפר הכנף בבגד זה — נמצאת ציצית "" עשויה ועומדת "" הבאה לבגד בלא מעשה עשייה חדש בו — וזהו ""מן העשוי"" בבגד זה."
sources/orah-haim/siman-15/niveau-2-lamdan.html,tzeit|rt,"וירא שמים יצא את כולם היכא דאפשר."" שיטת רש״י — גזירת חוט התפירה: טעם האיסור לתפור — דחיישינן שישתייר מחוט התפירה תלוי בכנף, ויניחנו ויוסיף עליו שבעה חוטין לשם ציצית ; ונמצאת ציצית שאחד מחוטיה חוט תפירה בעלמא , שלא הוטל בכנף לשם ציצית כדינו — ופסולה משום ""תעשה ולא מן העשוי""."
sources/orah-haim/siman-15/niveau-1-base-he.html,tzeit,ה ירא שמים משתדל לצאת ידי כל הדעות.
sources/orah-haim/siman-15/niveau-2-lamdan-he.html,tzeit,"צד א׳ — תעשה ולא מן העשוי: העשייה נעשתה בבגד הראשון ; וכשנתפר הכנף בבגד זה — נמצאת ציצית "" עשויה ועומדת "" הבאה לבגד בלא מעשה עשייה חדש בו — וזהו ""מן העשוי"" בבגד זה."
sources/orah-haim/siman-15/niveau-2-lamdan-he.html,tzeit|rt,"וירא שמים יצא את כולם היכא דאפשר."" שיטת רש״י — גזירת חוט התפירה: טעם האיסור לתפור — דחיישינן שישתייר מחוט התפירה תלוי בכנף, ויניחנו ויוסיף עליו שבעה חוטין לשם ציצית ; ונמצאת ציצית שאחד מחוטיה חוט תפירה בעלמא , שלא הוטל בכנף לשם ציצית כדינו — ופסולה משום ""תעשה ולא מן העשוי""."
sources/orah-haim/siman-30/niveau-2-lamdan-en.html,,"Concise explanation: Seif 1: The time to don tefilin, in the morning, begins as soon as one can recognize a familiar acquaintance one knows a little, at a distance of four amot — the daylight shiur, the same as for tzitzit (siman 18)."
sources/orah-haim/siman-30/niveau-2-lamdan-en.html,tzeit,"ומזה נובעים ה סעיפים : (א) תחילת הזמן בבוקר — משיכיר את חבירו ברחוק ד׳ אמות (כשיעור ציצית וקריאת שמע); (ב) אין מניחין בלילה — גזרה שמא ישן בהם ; (ג) הרוצה לצאת לדרך בהשכמה — מניח קודם, וממשמש ומברך בזמנם; (ד) הבא בדרך ושקעה עליו חמה, או שקדש עליו היום — יניח ידו עליהם ; (ה) המתפל"
sources/orah-haim/siman-30/niveau-2-lamdan-en.html,tzeit,"(ב) הרוצה לצאת לדרך — מניח קודם לכן, וממשמש ומברך בהגיע הזמן (ס״ג)."
sources/orah-haim/siman-30/niveau-2-lamdan-en.html,tzeit|rt,"אם הניחם קודם שתשקע החמה וחשכה עליו — אפילו הם עליו כל הלילה מותר, ואין מורין כן ."" · סעיף ג׳: ""היה רוצה לצאת לדרך בהשכמה — מניחם, וכשיגיע זמנם ימשמש בהם ויברך."" שורש הדין — לילה זמן תפילין וגזרת שמא ישן (מנחות ל״ו:): נחלקו בגמרא ( מנחות ל״ו: ) אם לילה זמן תפילין : יש שדרשו ""מִיָ"
sources/orah-haim/siman-30/niveau-2-lamdan-en.html,tzeit,ומאידך — הרוצה לצאת לדרך בהשכמה מניח קודם הזמן והותר לו (ס״ג); ומה בינו לבין המניח בלילה?
sources/orah-haim/siman-30/niveau-2-lamdan-en.html,bein_hashmashot,"שקעה עליו חמה בדרך — יניח ידו עליהם הבא בדרך והיושב בבית המדרש סעיף ד׳: ""היה בא בדרך ותפילין בראשו ושקעה עליו חמה, או שהיה יושב בבית המדרש ותפילין בראשו וקדש עליו היום — יניח ידו עליהם עד שיגיע לבית; ואם יש בית קרוב לחומה שמשתמרין שם — חולצן ומניחם שם."" שורש הדין — הבא בדרך והקיד"
sources/orah-haim/siman-30/niveau-2-lamdan-en.html,bein_hashmashot,ודין חליצת ערב שבת בין השמשות ושאין מברכין עליה — ב סימן כ״ט ; ודין תפילין בשבת — ב סימן ל״א .
sources/orah-haim/siman-30/niveau-2-lamdan-en.html,shkia,כבוד התפילין וסילוקן: בין בשקיעת חמה בין בקידוש היום — אין חולצן דרך בזיון ואין משהין בלא שמירה.
sources/orah-haim/siman-30/niveau-2-lamdan-en.html,plag|rt,"ערבית מבעוד יום — תרתי דסתרי המתפלל ערבית מבעוד יום סעיף ה׳: "" יש מי שאומר שאם התפלל תפלת ערבית מבעוד יום, עד שלא הניח תפילין — אין לו להניחם אחר כך ."" שורש הדין — ""יש מי שאומר"" (תרתי דסתרי): יש מי שאומר — המתפלל ערבית מבעוד יום (מפלג המנחה ואילך, בעודו יום), קודם שהניח תפילין — "
sources/orah-haim/siman-30/niveau-2-lamdan-en.html,plag,"ומכאן דנו הפוסקים בגדרו: אם עיקר להלכה (שהמתפלל ערבית לא יניח), או חומרא בעלמא מפני מראית הסתירה; ובפרטיו (התפלל מפלג המנחה, או בטעות) — יש לעיין, וכל מעשה למעשה לרב מוסמך."
sources/orah-haim/siman-30/niveau-2-lamdan-en.html,tzeit,"הרוצה לצאת לדרך בהשכמה מניח קודם הזמן, ובהגיעו ממשמש ומברך (ס״ג)."
sources/orah-haim/siman-30/niveau-1-base-en.html,,"The Shulchan Aroukh answers that the tefilin belong to the day and not to the night : one puts them on in the morning as soon as the light suffices to recognize a familiar person one is somewhat used to, at four amot away — the same שיעור as for the tsitsit (siman 18)."
sources/orah-haim/siman-30/niveau-1-base-en.html,,It is the same cue as for the tsitsit (siman 18).
sources/orah-haim/siman-30/niveau-1-base-en.html,,"Like the tsitsit: it is the same שיעור as for the tsitsit (siman 18) — two mitsvot ""of the day."" The seif in one sentence: one puts on the tefilin in the morning , as soon as one can recognize a familiar person at four amot away."
sources/orah-haim/siman-30/niveau-1-base-en.html,,"It is the same cue as for the tsitsit (siman 18): the tefilin is a mitsva of the day , and this שיעור marks the opening of the day."
sources/orah-haim/siman-30/index-he.html,shkia,"שאר הסעיפים מבארים את איסור הלילה (שמא ישן בהם), דין המשכים לדרך, שקיעת החמה בדרך, ומי שהתפלל ערבית מבעוד יום."
sources/orah-haim/siman-30/index-he.html,shkia,"הסבר מסודר ומרומם: זמן הנחת התפילין הוא ביום ולא בלילה — בבוקר משיכיר את חבירו בריחוק ארבע אמות (משיכיר את חבירו, כשיעור הציצית שבסימן י״ח) ; אסור להניחן בלילה שמא ישן בהם ; המשכים לדרך מניחן ומברך בהגיע הזמן ; ובשקיעת החמה בדרך מניח ידו עליהם."
sources/orah-haim/siman-30/index-he.html,shkia,📚 לימוד ברמה זו 03 זמין חזרה וסיכום סיכום מאסטרלי סיכום מסודר לחזרה וזכירה: זמן הבוקר (משיכיר את חבירו בריחוק ארבע אמות) ; איסור הלילה (שמא ישן בהם) ועניין אין מורין כן ; המשכים לדרך שמניח ומברך בהגיע הזמן ; ושקיעת החמה בדרך (יניח ידו עליהם).
sources/orah-haim/siman-30/index-he.html,shkia,"✨ לימוד ברמה זו 04 זמין דעת הרב דעת הרב (אדמו״ר הזקן) שולחן ערוך הרב של אדמו״ר הזקן על אורח חיים סימן ל׳ (חמישה סעיפים): הטקסט המלא ודיוק הפסק ביחס למחבר — זמן הבוקר (משיכיר את חבירו בריחוק ארבע אמות), איסור הלילה (שמא ישן בהם), המשכים לדרך, שקיעת החמה בדרך (יניח ידו עליהם), וסדר"
sources/orah-haim/siman-30/index-he.html,shkia,"אֵין מוֹרִין כֵּן מותר, ואין מורין כן אם הניחם קודם השקיעה וחשכה עליו, אפילו כל הלילה מותר — אך אין מורין כן לכתחילה."
sources/orah-haim/siman-30/index-he.html,shkia,"סעיף ב לילה שמא ישן בהם אסור להניח תפילין בלילה שמא ישכחם וישן בהם ; הניחם קודם השקיעה — אפילו כל הלילה מותר, ואין מורין כן."
sources/orah-haim/siman-30/index-he.html,tzeit,"מה דין המשכים לצאת לדרך, לפי סימן ל׳?"
sources/orah-haim/siman-30/index-he.html,tzeit,"על פי המחבר ( אורח חיים ל׳:ג ), הרוצה לצאת לדרך בהשכמה מניחן (קודם הזמן), וכשיגיע זמנן ממשמש בהן ( ימשמש בהם ) ומברך."
sources/orah-haim/siman-30/index-he.html,shkia,"מה עושה בתפילין בשקיעת החמה בדרך, לפי סימן ל׳?"
sources/orah-haim/siman-30/index.html,,C'est le même shiur que pour le tsitsit (siman 18) : le jour et non la nuit — quand la lumière suffit à distinguer un proche.
sources/orah-haim/siman-30/index.html,shkia,"Explication pédagogique et inspirante : le temps de la pose des téfilines est le jour et non la nuit — le matin dès qu'on reconnaît un familier à 4 amot (משיכיר את חבירו, comme le tsitsit du siman 18) ; il est interdit de les poser la nuit שמא ישן בהם ; le voyageur matinal les po"
sources/orah-haim/siman-30/index.html,,"📖 Étudier ce niveau 02 Disponible רמת הלמדן Lamdan — Pilpoul Avancé Pilpoul approfondi : le shiur de משיכיר את חבירו (le même que le tsitsit, siman 18 — מנחות מג., Berakhot 9b) ; le jour et non la nuit (מימים ימימה — ימים ולא לילות, מנחות לו) ; לילה לאו זמן תפילין et la gezera ra"
sources/orah-haim/siman-30/index.html,,"Conduite למעשה au quotidien, avec renvoi à un Rav et lien siman 18, 25, 28, 29 et 31."
sources/orah-haim/siman-30/index.html,,"✨ Construire mon siman Les grands thèmes du Siman מִשֶּׁיַּכִּיר אֶת חֲבֵרוֹ reconnaître un familier Le temps de la pose, le matin, commence dès qu'on aperçoit un familier que l'on côtoie un peu, à quatre amot, et qu'on le reconnaît — le même shiur que pour le tsitsit (siman 18)."
sources/orah-haim/siman-30/index.html,shkia,"אֵין מוֹרִין כֵּן permis, mais non enseigné S'il les avait posées avant le coucher et que la nuit tomba, même toute la nuit c'est permis — mais אין מורין כן, on ne l'enseigne pas ainsi de prime abord."
sources/orah-haim/siman-30/index.html,shkia,"סעיף ב לילה שמא ישן בהם Interdit de poser les téfilines la nuit שמא ישכחם וישן בהם ; s'il les avait posées avant le coucher, même toute la nuit permis — אין מורין כן."
sources/orah-haim/siman-30/index.html,shkia,"סעיף ד שקעה עליו חמה יניח ידו עליהם En chemin au coucher du soleil, ou au Beit haMidrash quand le jour se sanctifie, il pose la main dessus jusqu'à la maison (cf."
sources/orah-haim/siman-30/index.html,,"זמן תפילין — le jour et non la nuit Cas Source Conduite Idée maîtresse משיכיר את חבירו מחבר · סעיף א · ברכות ט: ✦ זמן ההנחה Le matin, on pose les téfilines dès qu'on reconnaît un familier à 4 amot — le shiur du jour, le même que pour le tsitsit (siman 18)."
sources/orah-haim/siman-30/index.html,,"C'est le même shiur que pour le tsitsit (siman 18) : le jour, quand la lumière suffit à distinguer un proche."
sources/orah-haim/siman-30/index.html,shkia,"S'il les avait posées avant le coucher du soleil et que la nuit tomba, même toute la nuit c'est permis, mais אין מורין כן — on ne l'enseigne pas ainsi de prime abord."
sources/orah-haim/siman-30/index.html,shkia,"Que fait-on des téfilines au coucher du soleil en chemin, selon le Siman 30 ?"
